,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
3140,1342,one-to-one,dn_1454,ngm_1531,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3141,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,MISSING,Cristina,MISSING,DET,MISSING,nmod,leftover_target,
3142,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3143,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Giorgio,Giorgio,DET,PRON,nmod,nsubj,explicit_ref_only,
3144,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.10196783990920091
3145,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.36407231986522676
3146,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3147,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3148,1343,one-to-many,dn_1455,ngm_1532 ngm_1533,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3149,1344,one-to-one,dn_1456,ngm_1534,Cristina,Cristina,NOUN,NOUN,obj,obj,explicit_full,
3150,1344,one-to-one,dn_1456,ngm_1534,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3864548467753226
3151,1344,one-to-one,dn_1456,ngm_1534,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3152,1345,one-to-one,dn_1457,ngm_1535,Cristina,Cristina,DET,NOUN,nmod,nmod,explicit_ref_case,
3153,1345,one-to-one,dn_1457,ngm_1535,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3154,1345,one-to-one,dn_1457,ngm_1535,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3155,1345,one-to-one,dn_1457,ngm_1535,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3156,1346,one-to-one,dn_1458,ngm_1536,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3157,1346,one-to-one,dn_1458,ngm_1536,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3158,1347,one-to-one,dn_1459,ngm_1537,Ippolita,Ippolita,PRON,PRON,nsubj,obj,explicit_ref_pos,
3159,1350,one-to-one,dn_1462,ngm_1540,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3160,1351,one-to-one,dn_1463,ngm_1541,Cristina,Cristina,NOUN,NOUN,obj,nsubj,explicit_ref_pos,
3161,1351,one-to-one,dn_1463,ngm_1541,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3162,1351,one-to-one,dn_1463,ngm_1541,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3163,1351,one-to-one,dn_1463,ngm_1541,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3164,1351,one-to-one,dn_1463,ngm_1541,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3165,1352,one-to-one,dn_1464,ngm_1542,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3166,1353,one-to-one,dn_1465,ngm_1543,boys,boys,NOUN,NOUN,nmod,nmod,explicit_full,
3167,1353,one-to-one,dn_1465,ngm_1543,women,women,NOUN,NOUN,nmod,nmod,explicit_full,
3168,1353,one-to-one,dn_1465,ngm_1543,women boys,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3169,1355,one-to-one,dn_1467,ngm_1545,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3170,1355,one-to-one,dn_1467,ngm_1545,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3171,1355,one-to-one,dn_1467,ngm_1545,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3172,1356,many-to-one,dn_1468 dn_1469,ngm_1546,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3173,1356,many-to-one,dn_1468 dn_1469,ngm_1546,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3174,1356,many-to-one,dn_1468 dn_1469,ngm_1546,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3175,1356,many-to-one,dn_1468 dn_1469,ngm_1546,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3176,1356,many-to-one,dn_1468 dn_1469,ngm_1546,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3177,1357,one-to-one,dn_1470,ngm_1547,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3178,1358,one-to-one,dn_1471,ngm_1548,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3179,1358,one-to-one,dn_1471,ngm_1548,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3180,1358,one-to-one,dn_1471,ngm_1548,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
3181,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3182,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3183,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3184,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3185,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3186,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3187,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3188,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,DET,PRON,nmod,nsubj,explicit_ref_only,
3189,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2452381726802531
3190,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.604070917512891
3191,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.115789311958774
3192,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2461747578534343
3193,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3634360201531087
3194,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.27830012295482337
3195,1359,one-to-many,dn_1472,ngm_1549 ngm_1550,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
3196,1361,one-to-many,dn_1474,ngm_1552 ngm_1553,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3197,1361,one-to-many,dn_1474,ngm_1552 ngm_1553,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3198,1361,one-to-many,dn_1474,ngm_1552 ngm_1553,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.21574684451926837
3199,1361,one-to-many,dn_1474,ngm_1552 ngm_1553,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2312503795190291
3200,1362,one-to-one,dn_1475,ngm_1554,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3734935348232587
3201,1362,one-to-one,dn_1475,ngm_1554,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3202,1362,one-to-one,dn_1475,ngm_1554,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3203,1363,one-to-many,dn_1476,ngm_1555 ngm_1556,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3204,1363,one-to-many,dn_1476,ngm_1555 ngm_1556,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3205,1363,one-to-many,dn_1476,ngm_1555 ngm_1556,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
3206,1366,one-to-one,dn_1479,ngm_1559,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3207,1366,one-to-one,dn_1479,ngm_1559,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3208,1366,one-to-one,dn_1479,ngm_1559,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3209,1367,one-to-one,dn_1480,ngm_1560,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
3210,1367,one-to-one,dn_1480,ngm_1560,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3211,1369,one-to-one,dn_1482,ngm_1562,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3212,1369,one-to-one,dn_1482,ngm_1562,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3213,1370,one-to-one,dn_1483,ngm_1563,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3214,1370,one-to-one,dn_1483,ngm_1563,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3215,1371,one-to-one,dn_1484,ngm_1564,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3216,1371,one-to-one,dn_1484,ngm_1564,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3217,1371,one-to-one,dn_1484,ngm_1564,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3218,1371,one-to-one,dn_1484,ngm_1564,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3219,1371,one-to-one,dn_1484,ngm_1564,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3220,1371,one-to-one,dn_1484,ngm_1564,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3221,1371,one-to-one,dn_1484,ngm_1564,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3222,1371,one-to-one,dn_1484,ngm_1564,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3223,1372,one-to-one,dn_1485,ngm_1565,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3224,1372,one-to-one,dn_1485,ngm_1565,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3225,1372,one-to-one,dn_1485,ngm_1565,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3226,1372,one-to-one,dn_1485,ngm_1565,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3227,1373,one-to-one,dn_1486,ngm_1566,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3228,1373,one-to-one,dn_1486,ngm_1566,MISSING,Giorgio,MISSING,NOUN,MISSING,pred,leftover_target,
3229,1374,one-to-one,dn_1487,ngm_1567,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3230,1375,one-to-one,dn_1488,ngm_1568,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.28191674369222974
3231,1375,one-to-one,dn_1488,ngm_1568,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.35775627414969835
3232,1375,one-to-one,dn_1488,ngm_1568,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3233,1376,one-to-many,dn_1489,ngm_1569 ngm_1570,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
3234,1377,one-to-one,dn_1490,ngm_1571,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
3235,1378,one-to-one,dn_1491,ngm_1572,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3236,1379,one-to-one,dn_1492,ngm_1573,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3237,1380,one-to-one,dn_1493,ngm_1574,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3238,1381,one-to-one,dn_1494,ngm_1575,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3239,1383,one-to-one,dn_1496,ngm_1577,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
3240,1383,one-to-one,dn_1496,ngm_1577,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3241,1384,one-to-one,dn_1497,ngm_1578,Demetrio,Demetrio,PROPN,PROPN,nmod,nmod,explicit_full,
3242,1384,one-to-one,dn_1497,ngm_1578,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3243,1384,one-to-one,dn_1497,ngm_1578,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3244,1385,one-to-one,dn_1498,ngm_1579,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
3245,1385,one-to-one,dn_1498,ngm_1579,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
3246,1387,one-to-one,dn_1500,ngm_1581,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4667077532536547
3247,1387,one-to-one,dn_1500,ngm_1581,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3248,1388,one-to-many,dn_1501,ngm_1582 ngm_1583,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3249,1388,one-to-many,dn_1501,ngm_1582 ngm_1583,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3250,1388,one-to-many,dn_1501,ngm_1582 ngm_1583,Ippolita,Ippolita,PROPN,PROPN,obj,obj,explicit_full,
3251,1388,one-to-many,dn_1501,ngm_1582 ngm_1583,MISSING,Ippolita,MISSING,PROPN,MISSING,nmod,leftover_target,
3252,1389,one-to-one,dn_1502,ngm_1584,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3253,1389,one-to-one,dn_1502,ngm_1584,Ippolita,Ippolita,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
3254,1390,one-to-one,dn_1503,ngm_1585,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3255,1390,one-to-one,dn_1503,ngm_1585,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3256,1390,one-to-one,dn_1503,ngm_1585,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3257,1391,one-to-one,dn_1504,ngm_1586,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3258,1392,one-to-one,dn_1505,ngm_1587,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
3259,1392,one-to-one,dn_1505,ngm_1587,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3260,1393,one-to-one,dn_1506,ngm_1588,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3261,1394,one-to-many,dn_1507,ngm_1589 ngm_1590,Giorgio,Giorgio,DET,PRON,nmod,nsubj,explicit_ref_only,
3262,1394,one-to-many,dn_1507,ngm_1589 ngm_1590,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5841154522212405
3263,1394,one-to-many,dn_1507,ngm_1589 ngm_1590,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3264,1394,one-to-many,dn_1507,ngm_1589 ngm_1590,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
3265,1395,one-to-one,dn_1508,ngm_1591,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3266,1395,one-to-one,dn_1508,ngm_1591,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
3267,1396,one-to-one,dn_1509,ngm_1592,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3268,1396,one-to-one,dn_1509,ngm_1592,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3269,1396,one-to-one,dn_1509,ngm_1592,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
3270,1397,one-to-one,dn_1510,ngm_1593,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3271,1397,one-to-one,dn_1510,ngm_1593,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3272,1398,one-to-one,dn_1511,ngm_1594,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3273,1398,one-to-one,dn_1511,ngm_1594,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
3274,1399,one-to-one,dn_1512,ngm_1595,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3275,1399,one-to-one,dn_1512,ngm_1595,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3276,1400,one-to-one,dn_1513,ngm_1596,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3277,1400,one-to-one,dn_1513,ngm_1596,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3278,1401,many-to-one,dn_1514 dn_1515 dn_1516,ngm_1597,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6861594984928767
3279,1401,many-to-one,dn_1514 dn_1515 dn_1516,ngm_1597,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3280,1402,one-to-one,dn_1517,ngm_1598,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
3281,1402,one-to-one,dn_1517,ngm_1598,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3282,1402,one-to-one,dn_1517,ngm_1598,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3283,1403,one-to-one,dn_1518,ngm_1599,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3284,1403,one-to-one,dn_1518,ngm_1599,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3285,1403,one-to-one,dn_1518,ngm_1599,Ippolita,Ippolita,PROPN,PROPN,nsubj,obj,explicit_ref_pos,
3286,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3287,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3288,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.0657419603474163
3289,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3290,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3291,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3292,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3293,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3294,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3295,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolita Ippolitas-husband,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3296,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolita Ippolitas-husband,MISSING,NOUN,MISSING,obj,leftover_target,
3297,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolitas-husband,Ippolitas-husband,NOUN,NOUN,nsubj,nsubj,explicit_full,
3298,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolitas-husband,Ippolitas-husband,PRON,PRON,obj,obj,explicit_full,
3299,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,Ippolitas-husband,Ippolitas-husband,PRON,PRON,obj,nsubj,explicit_ref_pos,
3300,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolitas-husband,MISSING,NULL,MISSING,nsubj,leftover_target,
3301,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolitas-husband,MISSING,DET,MISSING,nmod,leftover_target,
3302,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolitas-husband,MISSING,NULL,MISSING,nsubj,leftover_target,
3303,1404,one-to-many,dn_1519,ngm_1600 ngm_1601 ngm_1602 ngm_1603 ngm_1604,MISSING,Ippolitas-husband,MISSING,NULL,MISSING,nsubj,leftover_target,
3304,1405,many-to-one,dn_1520 dn_1521,ngm_1605,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3305,1405,many-to-one,dn_1520 dn_1521,ngm_1605,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
3306,1405,many-to-one,dn_1520 dn_1521,ngm_1605,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5906583762632872
3307,1405,many-to-one,dn_1520 dn_1521,ngm_1605,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
3308,1405,many-to-one,dn_1520 dn_1521,ngm_1605,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
3309,1405,many-to-one,dn_1520 dn_1521,ngm_1605,Ippolitas-husband,Ippolitas-husband,NOUN,NOUN,obj,obj,explicit_full,
3310,1405,many-to-one,dn_1520 dn_1521,ngm_1605,MISSING,Ippolitas-husband,MISSING,NULL,MISSING,nsubj,leftover_target,
3311,1405,many-to-one,dn_1520 dn_1521,ngm_1605,MISSING,Ippolitas-husband,MISSING,PRON,MISSING,nmod,leftover_target,
3312,1406,one-to-one,dn_1522,ngm_1606,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
3313,1407,one-to-one,dn_1523,ngm_1607,Giorgio,Giorgio,NOUN,PRON,nmod,nmod,explicit_ref_case,
3314,1407,one-to-one,dn_1523,ngm_1607,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
3315,1407,one-to-one,dn_1523,ngm_1607,Ippolita,Ippolita,PRON,NOUN,obj,nmod,explicit_ref_only,
3316,1408,one-to-one,dn_1524,ngm_1608,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
3317,1409,one-to-one,dn_1525,ngm_1609,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3318,1409,one-to-one,dn_1525,ngm_1609,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3319,1410,one-to-one,dn_1526,ngm_1610,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3320,1410,one-to-one,dn_1526,ngm_1610,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
3321,1411,one-to-many,dn_1527,ngm_1611 ngm_1612,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
3322,1411,one-to-many,dn_1527,ngm_1611 ngm_1612,Giorgio,Giorgio,PRON-REFLEX,PRON,obj,obj,reflex_obj,
3323,1411,one-to-many,dn_1527,ngm_1611 ngm_1612,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3324,1411,one-to-many,dn_1527,ngm_1611 ngm_1612,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3325,1411,one-to-many,dn_1527,ngm_1611 ngm_1612,Ippolitas-husband,Ippolitas-husband,NOUN,PROPN,nmod,nsubj,explicit_ref_only,
3326,1412,one-to-one,dn_1528,ngm_1613,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3327,1412,one-to-one,dn_1528,ngm_1613,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
3328,1412,one-to-one,dn_1528,ngm_1613,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
3329,1412,one-to-one,dn_1528,ngm_1613,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
3330,1413,one-to-one,dn_1529,ngm_1614,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
3331,1413,one-to-one,dn_1529,ngm_1614,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
3332,1414,one-to-one,dn_1530,ngm_1615,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3333,1414,one-to-one,dn_1530,ngm_1615,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3334,1415,one-to-one,dn_1531,ngm_1616,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
3335,1415,one-to-one,dn_1531,ngm_1616,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3336,1415,one-to-one,dn_1531,ngm_1616,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
3337,1416,one-to-one,dn_1532,ngm_1617,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
3338,1416,one-to-one,dn_1532,ngm_1617,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.30854461107935227
3339,1416,one-to-one,dn_1532,ngm_1617,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
3340,1417,one-to-one,dn_1533,ngm_1618,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
3341,1418,one-to-one,dn_1534,ngm_1619,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
3342,1418,one-to-one,dn_1534,ngm_1619,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
3343,1418,one-to-one,dn_1534,ngm_1619,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
